nsx,survey_nr,lat,long,data_name,site,date,original_name,cover,cover_code,quad_x,quad_y,rel_dist,month,year
K05689,,-34.4750111050441,140.060176341783,BCM,-2110009959,2013-01-23,Eucalyptus phenax ssp.,,"",20,45,,1,2013
C03717,,-34.4750111050441,140.060176341783,BCM,-2110009959,2013-01-23,Triodia irritans,,"",20,45,,1,2013
Q06164,,-34.4750111050441,140.060176341783,BCM,-2110009959,2013-01-23,Carpobrotus rossii,,"",20,45,,1,2013
K01977,,-34.4750111050441,140.060176341783,BCM,-2110009959,2013-01-23,Geijera linearifolia,,"",20,45,,1,2013
C01241,,-34.4750111050441,140.060176341783,BCM,-2110009959,2013-01-23,Sclerolaena diacantha,,"",20,45,,1,2013
M05882,,-34.4750111050441,140.060176341783,BCM,-2110009959,2013-01-23,Eucalyptus oleosa ssp.,,"",20,45,,1,2013
Y01472,,-34.4750111050441,140.060176341783,BCM,-2110009959,2013-01-23,Sisymbrium irio,,"",20,45,,1,2013
Z04951,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Olearia pimeleoides,,"",30,30,,9,2006
M05882,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Eucalyptus oleosa ssp.,,"",30,30,,9,2006
E02238,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Eucalyptus gracilis,,"",30,30,,9,2006
Q01212,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Maireana trichoptera,,"",30,30,,9,2006
M01202,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Maireana pentatropis,,"",30,30,,9,2006
A00952,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Santalum murrayanum,,"",30,30,,9,2006
S01221,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Rhagodia crassifolia,,"",30,30,,9,2006
S11077,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Eremophila glabra ssp.,,"",30,30,,9,2006
K01977,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Geijera linearifolia,,"",30,30,,9,2006
Z01191,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Maireana erioclada,,"",30,30,,9,2006
A03248,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Olearia magniflora,,"",30,30,,9,2006
M03250,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Olearia muelleri,,"",30,30,,9,2006
Y01016,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Carpobrotus modestus,,"",30,30,,9,2006
C01241,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Sclerolaena diacantha,,"",30,30,,9,2006
E10950,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Austrostipa sp.,,"",30,30,,9,2006
M05830,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Melaleuca lanceolata,,"",30,30,,9,2006
C01905,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Roepera ovata,,"",30,30,,9,2006
S01205,,-34.5142584057011,139.921783794301,BCM,-517716896,2006-09-10,Maireana radiata,,"",30,30,,9,2006
Q06164,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Carpobrotus rossii,,"",30,30,,11,2011
C01241,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Sclerolaena diacantha,,"",30,30,,11,2011
S20257,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Myoporum platycarpum ssp.,,"",30,30,,11,2011
K02645,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Westringia rigida,,"",30,30,,11,2011
U10470,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Halgania sp.,,"",30,30,,11,2011
M20202,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Vittadinia cuneata var.,,"",30,30,,11,2011
W02227,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Eucalyptus dumosa,,"",30,30,,11,2011
K01917,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Beyeria opaca,,"",30,30,,11,2011
S02613,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Prostanthera aspalathoides,,"",30,30,,11,2011
E10950,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Austrostipa sp.,,"",30,30,,11,2011
U00686,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Lomandra leucocephala ssp. robusta,,"",30,30,,11,2011
U04874,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Lomandra collina,,"",30,30,,11,2011
M05882,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Eucalyptus oleosa ssp.,,"",30,30,,11,2011
K04009,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Eriochiton sclerolaenoides,,"",30,30,,11,2011
U32410,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Rytidosperma sp.,,"",30,30,,11,2011
Q02240,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Eucalyptus incrassata,,"",30,30,,11,2011
M20042,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Chenopodium desertorum ssp.,,"",30,30,,11,2011
K32549,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Triodia scariosa,,"",30,30,,11,2011
Y10708,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Olearia sp.,,"",30,30,,11,2011
Y01916,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Beyeria lechenaultii,,"",30,30,,11,2011
E05978,,-34.4199446084775,139.990680885212,BCM,-457888222,2011-11-10,Eucalyptus socialis ssp.,,"",30,30,,11,2011
M05882,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Eucalyptus oleosa ssp.,,"",30,30,,11,2011
E05978,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Eucalyptus socialis ssp.,,"",30,30,,11,2011
E10950,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Austrostipa sp.,,"",30,30,,11,2011
M00702,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Thysanotus baueri,,"",30,30,,11,2011
U00686,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Lomandra leucocephala ssp. robusta,,"",30,30,,11,2011
K02645,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Westringia rigida,,"",30,30,,11,2011
S01221,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Rhagodia crassifolia,,"",30,30,,11,2011
U20070,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Enchylaena tomentosa var.,,"",30,30,,11,2011
U32410,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Rytidosperma sp.,,"",30,30,,11,2011
M03250,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Olearia muelleri,,"",30,30,,11,2011
A02008,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Dodonaea bursariifolia,,"",30,30,,11,2011
Q06164,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Carpobrotus rossii,,"",30,30,,11,2011
C01241,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Sclerolaena diacantha,,"",30,30,,11,2011
W06415,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Billardiera cymosa ssp.,,"",30,30,,11,2011
Q02240,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Eucalyptus incrassata,,"",30,30,,11,2011
E10950,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Austrostipa sp.,,"",30,30,,11,2011
M01202,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Maireana pentatropis,,"",30,30,,11,2011
S20257,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Myoporum platycarpum ssp.,,"",30,30,,11,2011
K32549,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Triodia scariosa,,"",30,30,,11,2011
K04009,,-34.4850001529951,139.918141969005,BCM,613493896,2011-11-10,Eriochiton sclerolaenoides,,"",30,30,,11,2011
Y20288,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Dianella revoluta var.,,"",30,30,,1,2013
K05689,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Eucalyptus phenax ssp.,,"",30,30,,1,2013
E10950,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Austrostipa sp.,,"",30,30,,1,2013
S20257,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Myoporum platycarpum ssp.,,"",30,30,,1,2013
S01205,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Maireana radiata,,"",30,30,,1,2013
G01403,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Brassica tournefortii,,"",30,30,,1,2013
Q06164,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Carpobrotus rossii,,"",30,30,,1,2013
C01241,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Sclerolaena diacantha,,"",30,30,,1,2013
Q02240,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Eucalyptus incrassata,,"",30,30,,1,2013
U32410,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Rytidosperma sp.,,"",30,30,,1,2013
M05830,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Melaleuca lanceolata,,"",30,30,,1,2013
Z01191,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Maireana erioclada,,"",30,30,,1,2013
Y01916,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Beyeria lechenaultii,,"",30,30,,1,2013
A04920,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Boronia coerulescens ssp. coerulescens,,"",30,30,,1,2013
C03717,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Triodia irritans,,"",30,30,,1,2013
S05101,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Eucalyptus leptophylla (NC),,"",30,30,,1,2013
W01507,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Rhagodia spinescens,,"",30,30,,1,2013
E10950,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Austrostipa sp.,,"",30,30,,1,2013
M01202,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Maireana pentatropis,,"",30,30,,1,2013
U01506,,-34.5750786008954,140.015312350494,BCM,1379549682,2013-01-23,Rhagodia preissii ssp. preissii,,"",30,30,,1,2013
M05882,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Eucalyptus oleosa ssp.,,"",30,30,,9,2013
S20177,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Silene gallica var.,,"",30,30,,9,2013
K15181,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Austrostipa acrociliata group,,"",30,30,,9,2013
C01905,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Roepera ovata,,"",30,30,,9,2013
G01471,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Sisymbrium erysimoides,,"",30,30,,9,2013
Q01440,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Lepidium papillosum,,"",30,30,,9,2013
W01047,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Calandrinia eremaea,,"",30,30,,9,2013
Z01043,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Calandrinia calyptrata,,"",30,30,,9,2013
U20070,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Enchylaena tomentosa var.,,"",30,30,,9,2013
G06071,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Crassula colligata ssp.,,"",30,30,,9,2013
Z01191,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Maireana erioclada,,"",30,30,,9,2013
A01892,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Roepera apiculata,,"",30,30,,9,2013
Y01412,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Carrichtera annua,,"",30,30,,9,2013
E01154,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Atriplex stipitata,,"",30,30,,9,2013
C01241,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Sclerolaena diacantha,,"",30,30,,9,2013
S03925,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Chenopodium curvispicatum,,"",30,30,,9,2013
Q01212,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Maireana trichoptera,,"",30,30,,9,2013
M01202,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Maireana pentatropis,,"",30,30,,9,2013
Y06268,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Spergularia rubra,,"",30,30,,9,2013
E10950,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Austrostipa sp.,,"",30,30,,9,2013
C01189,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Maireana enchylaenoides,,"",30,30,,9,2013
E02238,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Eucalyptus gracilis,,"",30,30,,9,2013
S01477,,-34.6177529328801,139.934157829259,BCM,1381894539,2013-09-24,Stenopetalum lineare (NC),,"",30,30,,9,2013
S01193,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Maireana georgei,,"",50,50,,8,2013
M05830,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Melaleuca lanceolata,,"",50,50,,8,2013
G01023,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Mesembryanthemum crystallinum,,"",50,50,,8,2013
E10950,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Austrostipa sp.,,"",50,50,,8,2013
E10950,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Austrostipa sp.,,"",50,50,,8,2013
Y00136,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Austrostipa elegantissima,,"",50,50,,8,2013
M15342,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Unidentified sp.,,"",50,50,,8,2013
M15342,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Unidentified sp.,,"",50,50,,8,2013
M20166,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Salvia verbenaca var.,,"",50,50,,8,2013
Q02240,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Eucalyptus incrassata,,"",50,50,,8,2013
Q01184,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Maireana brevifolia,,"",50,50,,8,2013
K03197,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Hypochaeris radicata,,"",50,50,,8,2013
Z01935,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Euphorbia terracina,,"",50,50,,8,2013
Q01204,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Maireana pyramidata,,"",50,50,,8,2013
M02442,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Lysimachia arvensis,,"",50,50,,8,2013
Z05971,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Poa annua,,"",50,50,,8,2013
M15034,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Chenopodiaceae sp.,,"",50,50,,8,2013
Z11067,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Roepera sp.,,"",50,50,,8,2013
G10919,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Solanum sp.,,"",50,50,,8,2013
K30081,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Sonchus oleraceus,,"",50,50,,8,2013
Z01723,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Medicago polymorpha,,"",50,50,,8,2013
M00666,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Asphodelus fistulosus,,"",50,50,,8,2013
M15342,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Unidentified sp.,,"",50,50,,8,2013
Q10428,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Gazania sp.,,"",50,50,,8,2013
K03913,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Avena barbata,,"",50,50,,8,2013
Q10496,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Hordeum sp.,,"",50,50,,8,2013
A06336,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Oxalis perennans (NC),,"",50,50,,8,2013
U10850,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Rhagodia sp.,,"",50,50,,8,2013
E10270,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Crassula sp.,,"",50,50,,8,2013
U32410,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Rytidosperma sp.,,"",50,50,,8,2013
U20070,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Enchylaena tomentosa var.,,"",50,50,,8,2013
G01403,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Brassica tournefortii,,"",50,50,,8,2013
K02953,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Arctotheca calendula,,"",50,50,,8,2013
Q11040,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Vittadinia sp.,,"",50,50,,8,2013
Z01491,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Crassula sieberiana,,"",50,50,,8,2013
U10162,,-34.5338550193846,139.898702919417,BCM,1474235508,2013-08-20,Calandrinia sp.,,"",50,50,,8,2013
W10147,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Brassica sp.,,"",30,30,,9,2006
Z02939,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Actinobole uliginosum,,"",30,30,,9,2006
W03343,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Millotia muelleri,,"",30,30,,9,2006
M20122,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Millotia tenuifolia var.,,"",30,30,,9,2006
S20257,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Myoporum platycarpum ssp.,,"",30,30,,9,2006
K02769,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Eremophila crassifolia,,"",30,30,,9,2006
M03382,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Callitris gracilis,,"",30,30,,9,2006
Q20028,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Brachyscome ciliaris var.,,"",30,30,,9,2006
E02978,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Brachyscome lineariloba,,"",30,30,,9,2006
Q02276,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Leptospermum coriaceum,,"",30,30,,9,2006
G02563,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Omphalolappula concava,,"",30,30,,9,2006
M03630,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Blennospora drummondii,,"",30,30,,9,2006
Q02240,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Eucalyptus incrassata,,"",30,30,,9,2006
A04516,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Plantago sp. B (R.Bates 44765),,"",30,30,,9,2006
U20070,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Enchylaena tomentosa var.,,"",30,30,,9,2006
C03185,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Rhodanthe pygmaea,,"",30,30,,9,2006
G01447,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Menkea australis,,"",30,30,,9,2006
W01611,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Acacia rigens,,"",30,30,,9,2006
W01259,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Sclerolaena parviflora,,"",30,30,,9,2006
S06297,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Senecio glossanthus,,"",30,30,,9,2006
G05927,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Triodia sp.,,"",30,30,,9,2006
U01506,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Rhagodia preissii ssp. preissii,,"",30,30,,9,2006
U00686,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Lomandra leucocephala ssp. robusta,,"",30,30,,9,2006
S02197,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Hysterobaeckea behrii,,"",30,30,,9,2006
U10914,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Silene sp.,,"",30,30,,9,2006
S03157,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Helichrysum leucopsideum,,"",30,30,,9,2006
S05101,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Eucalyptus leptophylla (NC),,"",30,30,,9,2006
W01047,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Calandrinia eremaea,,"",30,30,,9,2006
U04450,,-34.4945642427537,139.917735266876,BCM,1815006321,2006-09-10,Podolepis tepperi,,"",30,30,,9,2006
Q03384,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Callitris verrucosa,,"",30,30,,1,2013
E05978,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Eucalyptus socialis ssp.,,"",30,30,,1,2013
Q02276,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Leptospermum coriaceum,,"",30,30,,1,2013
S20257,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Myoporum platycarpum ssp.,,"",30,30,,1,2013
M01202,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Maireana pentatropis,,"",30,30,,1,2013
W01611,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Acacia rigens,,"",30,30,,1,2013
Q02240,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Eucalyptus incrassata,,"",30,30,,1,2013
C03717,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Triodia irritans,,"",30,30,,1,2013
C01241,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Sclerolaena diacantha,,"",30,30,,1,2013
E10950,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Austrostipa sp.,,"",30,30,,1,2013
U20070,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Enchylaena tomentosa var.,,"",30,30,,1,2013
G32395,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Eucalyptus leptophylla,,"",30,30,,1,2013
S03157,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Helichrysum leucopsideum,,"",30,30,,1,2013
Q11040,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Vittadinia sp.,,"",30,30,,1,2013
U01506,,-34.4945016090245,139.917790533437,BCM,2002409256,2013-01-23,Rhagodia preissii ssp. preissii,,"",30,30,,1,2013
U10614,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Maireana sp.,,"",30,30,,1,2013
C01241,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Sclerolaena diacantha,,"",30,30,,1,2013
M03250,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Olearia muelleri,,"",30,30,,1,2013
M05882,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Eucalyptus oleosa ssp.,,"",30,30,,1,2013
M01202,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Maireana pentatropis,,"",30,30,,1,2013
E10950,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Austrostipa sp.,,"",30,30,,1,2013
E10950,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Austrostipa sp.,,"",30,30,,1,2013
A01892,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Roepera apiculata,,"",30,30,,1,2013
S01205,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Maireana radiata,,"",30,30,,1,2013
U15038,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Compositae sp.,,"",30,30,,1,2013
Z01191,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Maireana erioclada,,"",30,30,,1,2013
U20070,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Enchylaena tomentosa var.,,"",30,30,,1,2013
U10614,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Maireana sp.,,"",30,30,,1,2013
C01905,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Roepera ovata,,"",30,30,,1,2013
Q06164,,-34.5149746980555,139.920184025731,BCM,2008019566,2013-01-15,Carpobrotus rossii,,"",30,30,,1,2013
E02238,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Eucalyptus gracilis,,"",30,30,,9,2013
A01892,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Roepera apiculata,,"",30,30,,9,2013
E10950,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Austrostipa sp.,,"",30,30,,9,2013
S11077,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Eremophila glabra ssp.,,"",30,30,,9,2013
C01241,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Sclerolaena diacantha,,"",30,30,,9,2013
G01403,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Brassica tournefortii,,"",30,30,,9,2013
W01259,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Sclerolaena parviflora,,"",30,30,,9,2013
M03250,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Olearia muelleri,,"",30,30,,9,2013
K04009,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Eriochiton sclerolaenoides,,"",30,30,,9,2013
M05882,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Eucalyptus oleosa ssp.,,"",30,30,,9,2013
M01202,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Maireana pentatropis,,"",30,30,,9,2013
Q01212,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Maireana trichoptera,,"",30,30,,9,2013
A00124,,-34.6490796592624,140.037156408559,BCM,2070782267,2013-09-24,Austrostipa acrociliata,,"",30,30,,9,2013
E02238,18,-34.56355,139.9325,BDBSA,216,1990-07-12,Eucalyptus gracilis,,2,30,30,100,7,1990
G02255,18,-34.56355,139.9325,BDBSA,216,1990-07-12,Eucalyptus oleosa (NC),,2,30,30,100,7,1990
G01403,18,-34.56355,139.9325,BDBSA,216,1990-07-12,Brassica tournefortii,,T,30,30,100,7,1990
K01917,18,-34.56355,139.9325,BDBSA,216,1990-07-12,Beyeria opaca,,T,30,30,100,7,1990
M02266,18,-34.56355,139.9325,BDBSA,216,1990-07-12,Eucalyptus socialis (NC),,T,30,30,100,7,1990
Q02216,18,-34.56355,139.9325,BDBSA,216,1990-07-12,Eucalyptus brachycalyx,,1,30,30,100,7,1990
Q02808,18,-34.56355,139.9325,BDBSA,216,1990-07-12,Myoporum platycarpum (NC),,T,30,30,100,7,1990
W02227,18,-34.56355,139.9325,BDBSA,216,1990-07-12,Eucalyptus dumosa,,1,30,30,100,7,1990
M05830,18,-34.56355,139.9325,BDBSA,216,1990-07-12,Melaleuca lanceolata,,T,30,30,100,7,1990
E02238,18,-34.56355,139.9325,EGIS,SUP2006-2,1990-07-12,Eucalyptus gracilis,,"",,,100,7,1990
